full_fip,year,jurisid,basename,state_name,region,juristype,total_population,resp_1994,enterord_1994,codedate_1994,survey1,survey2_1994,survey3_1994,Jurisdiction,aftjur,title_1994,titlcode_1994,respdate_1994,plan_1994,zoneord_1994,maxdens_1994,maxchg_1994,maxland_1994,othhdlnd_1994,tothdlnd_1994,undevlnd_1994,rzvote_1994,surrjur_1994,anxvote_1994,anxvtyr_1994,anxpol_1994,ugb_1994,ugbyear_1994,pacecont_1994,pctcont_1994,pctcnyr_1994,bpcont_1994,bpcntyr_1994,morat_1994,moratst_1994,moratend_1994,moratind_1994,moratst_A_1994,moratend_A_1994,pmorind_1994,pmorst_1994,pmorend_1994,pmorsm_1994,pmorlg_1994,capst_1994,capend_1994,pmorst_A_1994,pmorend_A_1994,othpvtah_1994,nonproft,hsgauth_1994,purchase_1994,othr1_1994,othr2_1994,county_1994,pastgc_1994,apfo_1994,apfsch_1994,apftrans_1994,apfps_1994,apfwater_1994,apfpark_1994,apfoth_1994,pvtah_1994,densbon_1994,inclpct_1994,inlieu_1994,fasttrak,feewaiv_1994,gcahexmp_1994,apfo_flag,iz_1994,popbin,jurisbin
"4200372160",1994,"4272160","South Fayette","PA","Northeast","township",10329,1,1134,11 Jun 94,1305,2144,,"South Fayette"," Township","",4,08 May 94,1,1,1,1,25,"0","0","45",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,.n,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4200372400",1994,"4272400","South Park","PA","Northeast","township",14292,1,1093,11 Jun 94,1306,2145,,"South Park"," Township","",6,21 Apr 94,1,1,2,1,20,".s",".s",".s",0,2,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4200375816",1994,"4275816","Swissvale","PA","Northeast","borough",10637,1,1111,11 Jun 94,1414,2208,,"Swissvale","","",,09 May 94,1,1,1,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,1,.n,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,1,1
"4200382800",1994,"4282800","West Deer","PA","Northeast","township",11371,1,871,17 May 94,1415,2209,,"West Deer"," Township","",5,28 Apr 94,1,1,1,1,80,".s",".s","200",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4200383512",1994,"4283512","West Mifflin","PA","Northeast","borough",23644,1,1077,11 Jun 94,1416,2210,,"West Mifflin","","",5,08 May 94,1,1,2,1,9,"4","13",".s",0,2,.s,1944,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,2,1
"4200704792",1994,"4204792","Beaver Falls","PA","Northeast","city",10687,1,339,03 May 94,1418,,,"Beaver Falls","","",,09 Apr 94,.s,1,3,1,0,"0","0","12",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"4201705616",1994,"4205616","Bensalem","PA","Northeast","township",56788,1,996,24 May 94,1023,2001,,"Bensalem"," Township","",6,02 May 94,1,1,1,1,100,"0","0","350",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,3,2
"4201708760",1994,"4208760","Bristol","PA","Northeast","borough",10405,1,1063,11 Jun 94,1310,2149,,"Bristol","","",6,01 May 94,1,1,1,1,1,"0","0","60",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,1,1,.n,.n,1,.n,0,.n,.n,.n,.n,,,1,0,1,1
"4201708768",1994,"4208768","Bristol","PA","Northeast","township",57129,1,106,24 Apr 94,1024,,,"Bristol"," Township","",1,07 Apr 94,1,1,1,2,0,"0","0","10",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,2,1,1,1,1,1,.n,1,,.n,,.s,.n,,1,.s,3,2
"4201719792",1994,"4219792","Doylestown","PA","Northeast","township",14510,1,619,13 May 94,1311,,,"Doylestown"," Township","",7,06 Apr 94,1,1,2,1,50,"0","50","400",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,.n,1,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4201725112",1994,"4225112","Falls","PA","Northeast","township",34997,1,1058,11 Jun 94,1312,2063,,"Falls"," Township","",6,02 May 94,1,1,2,1,0,"0","0","200",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,2,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,2
"4201745112",1994,"4245112","Lower Southampton","PA","Northeast","township",19860,1,775,15 May 94,1315,,,"Lower Southampton"," Township","",5,18 Apr 94,1,1,1,1,,".s",".s",".s",0,.s,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,1,.n,1,1,1,1,0,.n,.n,.n,.n,,,1,0,1,2
"4201749120",1994,"4249120","Middletown","PA","Northeast","township",43063,1,1029,24 May 94,1026,,,"Middletown"," Township","",5,14 Mar 94,1,1,2,1,0,"0","0","500",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,1,.n,.s,.s,.n,.s,.s,,,1,.s,2,2
"4201754192",1994,"4254192","Newtown","PA","Northeast","township",13685,1,526,07 May 94,1316,,,"Newtown"," Township","",6,07 Apr 94,1,1,1,1,40,"0","0","250",0,1,.s,.n,.n,1,1993,0,.n,.n,.n,.n,1,".n",".n",,.n,.n,1,1988,.n,,1,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,1,1,0,1,2
"4201754688",1994,"4254688","Northampton","PA","Northeast","township",35406,1,527,07 May 94,1317,,,"Northampton"," Township","",7,10 Apr 94,1,1,1,1,200,"0","0","1000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,2
"4201779296",1994,"4279296","Upper Southampton","PA","Northeast","township",16076,1,528,07 May 94,1318,,,"Upper Southampton"," Township","",6,10 Apr 94,1,1,2,1,10,"10","20","250",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4201780952",1994,"4280952","Warminster","PA","Northeast","township",32832,1,1003,24 May 94,1421,2065,,"Warminster"," Township","",5,01 May 94,1,1,3,1,0,"0","0","1050",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,.n,1,.n,0,.n,.n,.n,.n,,,1,0,2,2
"4201781048",1994,"4281048","Warrington","PA","Northeast","township",12169,1,127,24 Apr 94,1319,,,"Warrington"," Township","",6,06 Apr 94,1,1,2,2,10,"20","30","4000",0,1,.s,.n,.n,1,1978,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,1,2
"4202914712",1994,"4214712","Coatesville","PA","Northeast","city",11038,1,529,07 May 94,1320,,,"Coatesville","","",6,10 Apr 94,1,1,3,1,25,"25","50","248",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,1,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,1,1
"4202921192",1994,"4221192","East Goshen","PA","Northeast","township",15138,1,208,02 May 94,1321,,,"East Goshen"," Township","",6,10 Apr 94,1,1,2,1,15,"0","15","1321",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4202977344",1994,"4277344","Tredyffrin","PA","Northeast","township",28028,1,1190,27 Jun 94,1323,2153,,"Tredyffrin"," Township","",6,06 Jun 94,1,1,3,1,250,"3","253","2300",0,1,.s,,,0,.n,0,,,,,0,"0","0",0,,,0,,,0,0,,,,,".n",0,0,0,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,,.n,0,0,0,1,0,2,2
"4202979480",1994,"4279480","Uwchlan","PA","Northeast","township",12999,1,128,24 Apr 94,1324,,,"Uwchlan"," Township","",6,06 Apr 94,1,1,2,1,0,"0","0",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".n",.s,.s,.s,".s","",0,,2,.n,1,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4202982544",1994,"4282544","West Bradford","PA","Northeast","township",10406,1,530,07 May 94,1325,,,"West Bradford"," Township","",,10 Apr 94,1,1,1,1,7,"0","0","8500",0,2,.s,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,1,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4202982704",1994,"4282704","West Chester","PA","Northeast","borough",18041,1,531,07 May 94,1326,,,"West Chester","","",5,10 Apr 94,1,1,4,1,20,"2","22","25",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1984,1988,".n",.s,.s,.s,".s","",0,1,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"4202983080",1994,"4283080","West Goshen","PA","Northeast","township",18082,1,532,07 May 94,1327,,,"West Goshen"," Township","",6,12 Apr 94,1,1,2,1,,"0",".s","1000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4202984192",1994,"4284192","West Whiteland","PA","Northeast","township",12403,1,695,14 May 94,1328,,,"West Whiteland"," Township","",2,14 Apr 94,1,1,3,1,210,"0","210","2000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".n",.s,.s,.s,".s","",0,1,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4204503336",1994,"4203336","Aston","PA","Northeast","township",15080,1,541,07 May 94,1423,,,"Aston"," Township","",,13 Apr 94,1,1,2,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4204533144",1994,"4233144","Haverford","PA","Northeast","township",49848,1,197,02 May 94,1030,,,"Haverford"," Township","",5,10 Apr 94,1,1,3,1,0,"0","0","0",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,1,".n",".n",,.n,.n,1,1993,.n,,1,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,2,2,.n,.n,.n,1,1,.n,0,.n,.n,.n,.n,.n,1,1,0,2,2
"4204541440",1994,"4241440","Lansdowne","PA","Northeast","borough",11712,1,620,13 May 94,1331,,,"Lansdowne","","",6,14 Apr 94,1,1,3,1,0,"0","0","0",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,2,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"4204547616",1994,"4247616","Marple","PA","Northeast","township",23123,1,1075,11 Jun 94,1424,2215,,"Marple"," Township","",5,08 May 94,1,1,1,1,195,"0","0","326",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,2
"4204553104",1994,"4253104","Nether Providence","PA","Northeast","township",13229,1,334,03 May 94,1333,,,"Nether Providence"," Township","",6,07 Apr 94,1,1,2,1,0,"0","0","125",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1988,1992,".n",.s,.s,.s,".s","",0,1,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4204563264",1994,"4263264","Radnor","PA","Northeast","township",28703,1,696,14 May 94,1335,,,"Radnor"," Township","",6,18 Apr 94,1,1,2,1,,".s",".s","15",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,2
"4204564800",1994,"4264800","Ridley","PA","Northeast","township",31169,1,697,14 May 94,1336,,,"Ridley"," Township","",5,19 Apr 94,1,1,4,1,0,"0","0","89",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,2
"4204579000",1994,"4279000","Upper Darby","PA","Northeast","township",81177,1,107,24 Apr 94,1031,,,"Upper Darby"," Township","",1,07 Apr 94,1,1,1,1,,".s",".s","251",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,.n,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,3,2
"4205172544",1994,"4272544","South Union","PA","Northeast","township",10223,1,701,14 May 94,1427,,,"South Union"," Township","",6,17 Apr 94,1,1,1,1,2000,"0","0",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,1,2
"4205178528",1994,"4278528","Uniontown","PA","Northeast","city",12034,1,340,03 May 94,1428,,,"Uniontown","","",5,07 Apr 94,1,1,2,.s,,".s",".s",".s",1,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,2,2,1,1,1,1,1,.n,0,.n,.n,.n,.n,.n,,1,0,1,1
"4209100156",1994,"4200156","Abington","PA","Northeast","township",56322,1,489,07 May 94,1032,,,"Abington"," Township","",1,13 Apr 94,1,1,2,1,12,"0","12","706",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,1,".n",".n",,.s,.s,,.n,.n,1,,.n,.n,1989,1993,".n",.n,1,.n,".n","",0,1,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,1,0,0,3,2
"4209112968",1994,"4212968","Cheltenham","PA","Northeast","township",34923,1,533,07 May 94,1339,,,"Cheltenham"," Township","",4,10 Apr 94,1,1,3,1,,".s",".s","400",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,2
"4209121600",1994,"4221600","East Norriton","PA","Northeast","township",13324,1,1064,11 Jun 94,1340,2160,,"East Norriton"," Township","",6,02 May 94,0,1,1,1,,".s",".s","501",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,1,".n",".n",,.n,.n,1,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,1,.n,0,.n,.n,.n,.n,,1,1,0,1,2
"4209141432",1994,"4241432","Lansdale","PA","Northeast","borough",16362,1,942,22 May 94,1343,2163,,"Lansdale","","",5,02 May 94,1,1,2,1,5,"10","15","15",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,2,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"4209144976",1994,"4244976","Lower Merion","PA","Northeast","township",58003,1,108,24 Apr 94,1033,,,"Lower Merion"," Township","",1,07 Apr 94,1,1,3,1,500,"50","550","700",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,.n,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,3,2
"4209154656",1994,"4254656","Norristown","PA","Northeast","borough",30749,1,1074,11 Jun 94,1348,2064,,"Norristown","","",1,08 May 94,1,1,3,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,.n,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,2,1
"4209161664",1994,"4261664","Plymouth","PA","Northeast","township",15958,1,534,07 May 94,1349,,,"Plymouth"," Township","",5,10 Apr 94,1,1,3,1,0,"0","0","150",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4209179136",1994,"4279136","Upper Merion","PA","Northeast","township",25722,1,1069,11 Jun 94,1355,2173,,"Upper Merion"," Township","",1,08 May 94,1,1,3,1,0,"0","0","999",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,2
"4209183696",1994,"4283696","West Norriton","PA","Northeast","township",15209,1,702,14 May 94,1429,,,"West Norriton"," Township","",4,17 Apr 94,0,1,2,1,10,"20","30","50",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4209184624",1994,"4284624","Whitemarsh","PA","Northeast","township",14863,1,943,22 May 94,1357,2175,,"Whitemarsh"," Township","",6,02 May 94,1,1,2,1,30,"0","30","1000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4209184888",1994,"4284888","Whitpain","PA","Northeast","township",15673,1,129,24 Apr 94,1358,,,"Whitpain"," Township","",6,06 Apr 94,1,1,2,1,0,"0","0","1700",0,1,.s,.n,.n,1,1970,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,1,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4210160000",1994,"4260000","Philadelphia","PA","Northeast","city",1585577,1,682,14 May 94,1035,,,"Philadelphia","","",1,13 Apr 94,1,1,4,1,,".s",".s",".s",0,.n,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",1,0,0,.n,.n,.n,.n,.n,.n,1,,.n,,.s,.n,,0,.s,5,1
"4212559608",1994,"4259608","Peters","PA","Northeast","township",14467,1,621,13 May 94,1359,,,"Peters"," Township","",1,14 Apr 94,1,1,1,1,,".s",".s","5642",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1981,1993,".n",.s,.s,.s,".s","",0,1,2,.n,.n,.n,.n,1,.n,0,.n,.n,.n,.n,,,1,0,1,2
"4212918968",1994,"4218968","Derry","PA","Northeast","township",15446,1,542,07 May 94,1431,,,"Derry"," Township","",6,11 Apr 94,0,0,.n,.n,,".n","0",".n",,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4212931200",1994,"4231200","Greensburg","PA","Northeast","city",16318,1,335,03 May 94,1360,,,"Greensburg","","",1,10 Apr 94,1,1,3,1,5,"17","22",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,1,1
"4212933792",1994,"4233792","Hempfield","PA","Northeast","township",42609,1,764,15 May 94,1042,,,"Hempfield"," Township","",5,17 Apr 94,1,1,3,1,4903,"2451","7354","24516",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,2
"4212937784",1994,"4237784","Jeannette","PA","Northeast","city",11221,1,543,07 May 94,1432,,,"Jeannette","","",5,11 Apr 94,1,1,2,1,20,"35","55","55",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"4212944864",1994,"4244864","Lower Burrell","PA","Northeast","city",12251,1,341,03 May 94,1433,,,"Lower Burrell","","",5,10 Apr 94,1,1,2,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,2,1,.n,1,.n,1,.n,0,.n,.n,.n,.n,.n,,1,0,1,1
"4212951888",1994,"4251888","Mount Pleasant","PA","Northeast","township",11341,1,342,03 May 94,1434,,,"Mount Pleasant"," Township","",10,10 Apr 94,.s,0,1,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4212952332",1994,"4252432","Murrysville","PA","Northeast","city",17240,1,535,07 May 94,1361,,,"Murrysville","","",1,10 Apr 94,1,1,3,1,510,"0","510","1800",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".n",.s,.s,.s,".s","",0,,2,.n,.n,.n,.n,1,.n,0,.n,.n,.n,.n,,,1,0,1,1
"4212953736",1994,"4253736","New Kensington","PA","Northeast","city",15894,1,343,03 May 94,1435,,,"New Kensington","","",5,10 Apr 94,1,1,3,3,30,"23","53","100",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,2,.n,.n,.n,.n,1,.n,0,.n,.n,.n,.n,.n,,1,0,1,1
"4212955128",1994,"4255128","North Huntingdon","PA","Northeast","township",28158,1,803,16 May 94,1362,,,"North Huntingdon"," Township","",1,13 Apr 94,1,1,1,1,7020,"0","0","10531",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".n",.s,.s,.s,".s","",0,1,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,2
"4212966376",1994,"4266376","Rostraver","PA","Northeast","township",11224,1,778,15 May 94,1437,,,"Rostraver"," Township","",,17 Apr 94,1,1,2,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"4212978656",1994,"4278656","Unity","PA","Northeast","township",20109,1,779,15 May 94,1438,,,"Unity"," Township","",5,15 Apr 94,1,1,1,1,2000,"0","0","5000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,2
"4803902272",1994,"4802272","Alvin","TX","South","city",19220,1,209,02 May 94,1363,,,"Alvin","","",4,07 Apr 94,1,0,3,4,1000,"0","1000","3000",0,3,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,1,.n,1,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
