full_fip,year,jurisid,basename,state_name,region,juristype,total_population,resp_1994,enterord_1994,codedate_1994,survey1,survey2_1994,survey3_1994,Jurisdiction,aftjur,title_1994,titlcode_1994,respdate_1994,plan_1994,zoneord_1994,maxdens_1994,maxchg_1994,maxland_1994,othhdlnd_1994,tothdlnd_1994,undevlnd_1994,rzvote_1994,surrjur_1994,anxvote_1994,anxvtyr_1994,anxpol_1994,ugb_1994,ugbyear_1994,pacecont_1994,pctcont_1994,pctcnyr_1994,bpcont_1994,bpcntyr_1994,morat_1994,moratst_1994,moratend_1994,moratind_1994,moratst_A_1994,moratend_A_1994,pmorind_1994,pmorst_1994,pmorend_1994,pmorsm_1994,pmorlg_1994,capst_1994,capend_1994,pmorst_A_1994,pmorend_A_1994,othpvtah_1994,nonproft,hsgauth_1994,purchase_1994,othr1_1994,othr2_1994,county_1994,pastgc_1994,apfo_1994,apfsch_1994,apftrans_1994,apfps_1994,apfwater_1994,apfpark_1994,apfoth_1994,pvtah_1994,densbon_1994,inclpct_1994,inlieu_1994,fasttrak,feewaiv_1994,gcahexmp_1994,apfo_flag,iz_1994,popbin,jurisbin
"0401304720",1994,"0404720","Avondale","AZ","West","city",16169,1,1020,24 May 94,1,,,"Avondale","","",2,16 Mar 94,1,1,3,1,,".s",".s",".s",0,3,0,.s,2,1,1946,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,.s,.s,.n,.s,.s,,,1,.s,1,1
"0401312000",1994,"0412000","Chandler","AZ","West","city",90533,1,805,16 May 94,2,,,"Chandler","","",1,25 Apr 94,1,1,3,1,140,"0","140","13500",0,2,0,.s,4,1,1980,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,2,.n,1,.n,1,1,.n,0,.n,.n,.n,.n,.n,,1,0,3,1
"0401325300",1994,"0425300","Fountain Hills","AZ","West","town",10030,1,349,06 May 94,3,,,"Fountain Hills","","",1,12 Apr 94,1,1,4,1,100,"50","150","5500",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"0401327400",1994,"0427400","Gilbert","AZ","West","town",29188,1,1,13 Apr 94,4,,,"Gilbert","","",1,06 Apr 94,1,1,3,1,100,"800","900","1500",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,2,1
"0401327820",1994,"0427820","Glendale","AZ","West","city",148134,1,216,02 May 94,5,,,"Glendale","","",1,10 Apr 94,1,1,4,2,20,"300","320","6000",0,.s,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1980,1982,".n",1,1,.n,".n","",,1,2,1,1,1,1,1,.n,0,.n,.n,.n,.n,.n,,1,0,4,1
"0401346000",1994,"0446000","Mesa","AZ","West","city",288091,1,2,13 Apr 94,7,,,"Mesa","","",1,06 Apr 94,1,1,3,1,200,"0","200","12000",0,2,0,.s,3,1,1988,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,5,1
"0401352930",1994,"0452930","Paradise Valley","AZ","West","town",11671,1,624,13 May 94,8,,,"Paradise Valley","","",1,18 Apr 94,1,1,1,3,20,"0","0","800",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".n",.s,.s,.s,".s","",0,1,2,.n,.n,.n,1,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"0401355000",1994,"0455000","Phoenix","AZ","West","city",983403,1,217,02 May 94,10,,,"Phoenix","","",2,11 Apr 94,1,1,4,1,5250,"14000","19250","120500",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,1,".n","",0,0,2,1,1,1,1,1,.n,1,,.n,,.s,.n,,1,.s,5,1
"0401365000",1994,"0465000","Scottsdale","AZ","West","city",130069,1,351,06 May 94,11,,,"Scottsdale","","",1,12 Apr 94,1,1,3,1,500,"0","500","80000",0,2,0,.s,3,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,1,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,,.n,,.s,.n,,1,.s,4,1
"0401373000",1994,"0473000","Tempe","AZ","West","city",141865,1,136,24 Apr 94,12,,,"Tempe","","",2,07 Apr 94,1,1,3,2,99,"4","103","3679",0,1,0,.n,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".n",1,.n,.n,".n","",0,,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,4,1
"0401399999",1994,"0499013","Maricopa County","AZ","West","county",2122101,1,350,06 May 94,6,,,"Maricopa"," County","",2,12 Apr 94,0,1,4,1,250,"1700","1950","1108972",0,.n,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",1,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,5,3
"0600100562",1994,"0600562","Alameda","CA","West","city",76459,1,369,06 May 94,183,,,"Alameda","","",1,14 Apr 94,1,1,3,2,2,"0","2","2",1,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,.n,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,,.n,,.s,1,,1,.s,3,1
"0600100674",1994,"0600674","Albany","CA","West","city",16327,1,873,17 May 94,185,1642,,"Albany","","",1,27 Apr 94,1,1,4,1,8,"5","13","25",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,2,1,1,1,1,1,.n,0,.n,.n,.n,.n,.n,,1,0,1,1
"0600106000",1994,"0606000","Berkeley","CA","West","city",102724,1,1158,11 Jun 94,186,1643,,"Berkeley","","",2,10 Apr 94,1,1,4,1,7,"12","19","20",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,.n,1,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,1,20,0,.s,1,,1,1,4,1
"0600120018",1994,"0620018","Dublin","CA","West","city",23229,1,796,16 May 94,187,,,"Dublin","","",1,25 Apr 94,1,1,3,1,20,"350","370","410",0,3,0,.s,2,1,1985,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,,1,0,2,1
"0600133000",1994,"0633000","Hayward","CA","West","city",111498,1,837,17 May 94,189,1646,,"Hayward","","",2,25 Apr 94,1,1,4,1,20,"80","100","1600",0,2,0,.s,1,1,1993,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,1,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,1,.n,,1,1,,1,0,4,1
"0600141992",1994,"0641992","Livermore","CA","West","city",56741,1,566,08 May 94,190,,,"Livermore","","",1,17 Apr 94,1,1,3,3,,"30",".s","500",0,3,0,.s,4,1,1993,1,2.5,1976,.s,.s,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,2,1,.n,.n,1,.n,.n,1,1,10,1,.s,.n,,1,1,3,1
"0600150916",1994,"0650916","Newark","CA","West","city",37861,1,20,13 Apr 94,191,,,"Newark","","",1,07 Apr 94,1,1,3,1,1,"0","1","1000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,1
"0600153000",1994,"0653000","Oakland","CA","West","city",372242,1,874,17 May 94,192,1647,,"Oakland","","",2,28 Apr 94,1,1,4,1,,".s",".s",".s",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,1,1,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,5,1
"0600157792",1994,"0657792","Pleasanton","CA","West","city",50553,1,917,22 May 94,194,1649,,"Pleasanton","","",1,02 May 94,1,1,4,1,125,"0","125","1000",0,3,0,.s,2,0,.n,1,.s,.s,700,1986,0,".n",".n",,.n,.n,,.n,.n,,,1978,1986,.n,.n,".s",1,1,.n,".n","",0,1,2,1,1,1,1,1,.n,1,,.n,1,.s,1,3,1,1,3,1
"0600168084",1994,"0668084","San Leandro","CA","West","city",68223,1,782,16 May 94,195,,,"San Leandro","","",1,21 Apr 94,1,1,3,2,50,"10","60","100",0,.s,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,1,".n","",0,0,2,.n,1,.n,.n,.n,.n,1,1,.n,,.s,.n,,1,0,3,1
"0600181204",1994,"0681204","Union City","CA","West","city",53762,1,21,13 Apr 94,196,,,"Union City","","",1,07 Apr 94,1,1,4,3,2,"5","7","4000",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,1980,1992,.n,.n,".s",.n,1,.n,".n","",0,1,1,.n,.n,.n,.n,.n,.n,1,,15,1,.s,.n,,1,1,3,1
"0600199999",1994,"0699001","Alameda County","CA","West","county",1279182,1,1104,11 Jun 94,184,1641,,"Alameda"," County","",2,12 May 94,1,1,4,1,,".s",".s","225000",0,.n,.s,.n,.n,1,1985,0,.n,.n,.n,.n,1,".n",".n",,.n,.n,1,1970,.n,1,,.n,.n,.n,.n,".s",1,1,1,".n","",1,0,2,.n,.n,.n,.n,1,.n,1,1,36,1,.s,.n,1,1,1,5,3
"0601302252",1994,"0602252","Antioch","CA","West","city",62195,1,969,23 May 94,197,1650,,"Antioch","","",2,05 May 94,1,1,3,1,75,"0","75","3000",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,1,.n,".n","",0,0,2,1,1,1,1,1,.n,1,1,.n,,.s,.n,,1,0,3,1
"0601316000",1994,"0616000","Concord","CA","West","city",111348,1,22,13 Apr 94,198,,,"Concord","","",2,10 Apr 94,1,1,4,1,8,"61","69","346",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,2,.n,1,.n,.n,1,.n,1,1,.n,,.s,,,1,0,4,1
"0601317988",1994,"0617988","Danville","CA","West","town",31306,1,238,02 May 94,200,,,"Danville","","",1,10 Apr 94,1,1,3,1,47,"0","47","1250",0,3,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,.n,.n,".n","",0,0,2,.n,1,1,1,1,.n,1,1,10,1,1,.n,,1,1,2,1
"0601321796",1994,"0621796","El Cerrito","CA","West","city",22869,1,23,13 Apr 94,201,,,"El Cerrito","","",1,05 Apr 94,1,1,4,1,0,"3","3","22",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,2,.n,1,1,1,1,.n,1,1,.n,,.s,,,1,0,2,1
"0601339122",1994,"0639122","Lafayette","CA","West","city",23501,1,838,17 May 94,203,1653,,"Lafayette","","",1,07 Apr 94,1,1,4,1,,".s",".s",".s",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1992,1993,".s",1,1,1,".n","",0,1,1,.n,.n,.n,.n,.n,.n,1,1,10,1,1,1,,1,1,2,1
"0601346114",1994,"0646114","Martinez","CA","West","city",31808,1,24,13 Apr 94,204,,,"Martinez","","",1,05 Apr 94,1,1,3,1,10,"20","30","150",0,2,0,.s,2,1,1988,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".s",1,.n,.n,".n","",0,,1,.n,.n,.n,.n,.n,.n,1,1,.n,,1,.n,,1,0,2,1
"0601357288",1994,"0657288","Pinole","CA","West","city",17460,1,370,06 May 94,207,,,"Pinole","","",1,13 Apr 94,1,1,3,1,50,"30","80","400",0,2,0,.s,4,1,1987,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,1,1,".n","",0,0,2,1,1,1,1,1,.n,1,1,.n,,.s,.n,,1,0,1,1
"0601357456",1994,"0657456","Pittsburg","CA","West","city",47564,1,371,06 May 94,208,,,"Pittsburg","","",2,06 Apr 94,1,1,3,1,8,"200","208","26000",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1990,1992,".s",1,1,.n,".n","",0,1,2,.n,1,1,1,1,.n,1,1,.n,,1,.n,,1,0,2,1
"0601357764",1994,"0657764","Pleasant Hill","CA","West","city",31585,1,875,17 May 94,209,1656,,"Pleasant Hill","","",1,02 May 94,1,1,4,1,,".s",".s",".s",0,2,0,.s,2,1,1983,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,1,,10,0,.s,,,0,1,2,1
"0601360620",1994,"0660620","Richmond","CA","West","city",87425,1,859,17 May 94,210,1657,,"Richmond","","",1,01 May 94,1,1,4,1,,".s",".s",".s",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,2,.n,1,1,1,1,.n,1,,.n,,.s,1,,1,.s,3,1
"0601368294",1994,"0668294","San Pablo","CA","West","city",25158,1,239,02 May 94,211,,,"San Pablo","","",1,07 Apr 94,1,1,3,1,3,"42","45","65",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,2,.n,1,1,1,1,.n,1,1,.n,,.s,.n,,1,0,2,1
"0601368378",1994,"0668378","San Ramon","CA","West","city",35303,1,240,02 May 94,212,,,"San Ramon","","",1,11 Apr 94,1,1,3,1,12,"50","62","150",0,3,0,.s,3,1,1986,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,.n,.n,".n","",0,0,2,.s,.s,.s,.s,.s,.s,1,1,.n,,1,.n,,1,0,2,1
"0601383346",1994,"0683346","Walnut Creek","CA","West","city",60569,1,839,17 May 94,213,1658,,"Walnut Creek","","",2,26 Apr 94,1,1,4,1,0,"10","10","345",0,2,0,.s,4,0,.n,1,.s,.s,255,1993,0,".n",".n",,.n,.n,,.n,.n,,,1985,1990,.n,.n,".s",.n,.n,.n,".n","",0,1,2,.n,1,1,1,1,.n,1,1,.n,,1,1,3,1,0,3,1
"0601399999",1994,"0699013","Contra Costa County","CA","West","county",803732,1,906,22 May 94,199,1651,,"Contra Costa"," County","",1,05 Apr 94,1,1,4,1,5,"40","45",".s",0,.n,.s,.n,.n,1,1990,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",1,0,1,.n,.n,.n,.n,.n,.n,1,1,10,0,.s,,,1,1,5,3
"0603700394",1994,"0600394","Agoura Hills","CA","West","city",20390,1,792,16 May 94,13,,,"Agoura Hills","","",2,24 Apr 94,1,1,3,1,5,"1","6","729",0,3,0,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".s",.s,.s,.s,".s","",0,1,2,1,1,.n,.n,1,.n,1,,15,0,1,,,1,1,2,1
"0603700884",1994,"0600884","Alhambra","CA","West","city",82106,1,1175,11 Jun 94,14,1563,,"Alhambra","","",2,31 May 94,1,1,.s,.s,,".s",".s",".s",,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1992,1994,".s",.s,.s,.s,".s","",0,1,2,.n,1,1,1,1,1,1,1,.n,,.s,,,1,0,3,1
"0603702462",1994,"0602462","Arcadia","CA","West","city",48290,1,137,24 Apr 94,15,,,"Arcadia","","",1,11 Apr 94,1,1,3,1,0,"0","0","400",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"0603702896",1994,"0602896","Artesia","CA","West","city",15464,1,885,20 May 94,16,1564,,"Artesia","","",2,03 May 94,1,1,3,1,0,"0","0","10",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"0603703386",1994,"0603386","Azusa","CA","West","city",41333,1,347,03 May 94,1499,,,"Azusa","","",1,12 Apr 94,1,1,3,1,0,"0","0","0",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,1
"0603704870",1994,"0604870","Bell","CA","West","city",34365,1,806,16 May 94,18,,,"Bell","","",1,25 Apr 94,1,1,3,1,8,"2","10","10",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".s",1,.n,.n,".n","",0,1,1,.n,.n,.n,.n,.n,.n,1,,.n,,1,.n,,1,0,2,1
"0603704982",1994,"0604982","Bellflower","CA","West","city",61815,1,3,13 Apr 94,20,,,"Bellflower","","",2,06 Apr 94,1,1,3,1,20,"0","20","62",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,3,1
"0603706308",1994,"0606308","Beverly Hills","CA","West","city",31971,1,831,17 May 94,21,1568,,"Beverly Hills","","",2,26 Apr 94,1,1,4,1,,".s",".s","2",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,.n,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,1,,1,0,2,1
"0603708954",1994,"0608954","Burbank","CA","West","city",93643,1,352,06 May 94,22,,,"Burbank","","",1,11 Apr 94,1,1,4,1,0,"0","0","200",0,1,.s,.n,.n,1,1965,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1989,1989,".s",.n,.n,.n,".n","",0,1,2,.n,1,1,1,1,.n,1,1,.n,,.s,1,,1,0,3,1
"0603712552",1994,"0612552","Cerritos","CA","West","city",53240,1,218,02 May 94,24,,,"Cerritos","","",1,07 Apr 94,1,1,3,1,0,"0","0","50",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,3,1
"0603713756",1994,"0613756","Claremont","CA","West","city",32503,1,219,02 May 94,25,,,"Claremont","","",1,10 Apr 94,1,1,3,1,4,"7","11","60",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1986,1987,".n",1,1,1,".n","",0,1,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,1,,1,0,2,1
"0603714974",1994,"0614974","Commerce","CA","West","city",12135,1,4,13 Apr 94,26,,,"Commerce","","",1,06 Apr 94,1,1,3,1,,".s",".s","150",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,.n,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,,.n,,1,.n,,1,0,1,1
"0603715044",1994,"0615044","Compton","CA","West","city",90454,1,1094,11 Jun 94,27,1570,,"Compton","","",1,09 May 94,1,1,4,1,3,"5","8","195",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,3,1
"0603716742",1994,"0616742","Covina","CA","West","city",43207,1,220,02 May 94,28,,,"Covina","","",1,10 Apr 94,1,1,4,2,2,"2","4","50",0,1,.s,.n,.n,1,1971,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,1,,.n,,.s,,,1,.s,2,1
"0603717498",1994,"0617498","Cudahy","CA","West","city",22817,1,914,22 May 94,29,1571,,"Cudahy","","",,02 May 94,1,1,2,3,12,"0","12","13",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1990,1992,".n",.s,.s,.s,".s","",0,1,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"0603717568",1994,"0617568","Culver City","CA","West","city",38793,1,963,23 May 94,30,1572,,"Culver City","","",2,03 May 94,1,1,3,1,0,"21","21","166",0,2,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,2,1,1,.n,.n,1,.n,1,1,.n,,.s,,,1,0,2,1
"0603719192",1994,"0619192","Diamond Bar","CA","West","city",53672,1,807,16 May 94,31,,,"Diamond Bar","","",1,21 Apr 94,0,1,3,1,10,"0","10","1000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,,0,0,3,1
"0603719766",1994,"0619766","Downey","CA","West","city",91444,1,353,06 May 94,32,,,"Downey","","",2,14 Apr 94,1,1,3,1,10,"30","40",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,,0,0,3,1
"0603719990",1994,"0619990","Duarte","CA","West","city",20688,1,354,06 May 94,33,,,"Duarte","","",2,10 Apr 94,1,1,3,1,10,"10","20","20",0,3,0,.s,1,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,2,.n,.n,.n,.n,1,.n,1,1,15,1,1,.n,,1,1,2,1
"0603722230",1994,"0622230","El Monte","CA","West","city",106209,1,221,02 May 94,34,,,"El Monte","","",1,10 Apr 94,1,1,4,3,,".s",".s","100",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,.n,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,1,,1,0,4,1
"0603722412",1994,"0622412","El Segundo","CA","West","city",15223,1,558,08 May 94,35,,,"El Segundo","","",2,12 Apr 94,1,1,3,1,1,"0","1","103",0,2,.s,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"0603728168",1994,"0628168","Gardena","CA","West","city",49847,1,964,23 May 94,36,1573,,"Gardena","","",2,01 May 94,1,1,3,1,12,"23","35","65",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,.n,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,,0,0,2,1
"0603730000",1994,"0630000","Glendale","CA","West","city",180038,1,222,02 May 94,37,,,"Glendale","","",1,07 Apr 94,1,1,4,2,2,"2","4","2000",0,2,0,.s,4,0,.n,1,.s,.s,400,1991,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1988,1990,".s",1,.n,.n,".n","",0,1,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,2,1,0,5,1
"0603730014",1994,"0630014","Glendora","CA","West","city",47828,1,5,13 Apr 94,38,,,"Glendora","","",1,07 Apr 94,1,1,3,1,1,"200","201","235",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,1,,.n,,1,,,0,0,2,1
"0603733364",1994,"0633364","Hermosa Beach","CA","West","city",18219,1,1116,11 Jun 94,41,1576,,"Hermosa Beach","","",1,15 May 94,1,1,4,1,1,"1","2","1",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".s",.s,.s,.s,".s","",0,1,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,,,1,0,1,1
"0603736546",1994,"0636546","Inglewood","CA","West","city",109602,1,6,13 Apr 94,43,,,"Inglewood","","",1,07 Apr 94,1,1,4,1,0,"0","0","35",0,2,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,1987,1988,,.n,.n,,,.n,.n,.s,.s,".s",1,.n,.n,".n","",0,1,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,,1,0,4,1
"0603739003",1994,"0639003","La Caada Flintridge","CA","West","city",19378,1,7,13 Apr 94,44,,,"La Cañada Flintridge","","",1,06 Apr 94,1,1,3,1,0,"0","0","166",0,2,0,.s,4,1,1976,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1989,1991,".s",.s,.s,.s,".s","",0,1,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,,,1,0,1,1
